At least,But less than,Single,Married filing jointly,Head of a house hold,Married filing separately
34250,34300,1857,1578,1699,1857
34300,34350,1860,1581,1703,1860
34350,34400,1863,1584,1706,1863
34400,34450,1866,1587,1709,1866
34450,34500,1870,1590,1712,1870
34500,34550,1873,1593,1715,1873
34550,34600,1876,1596,1718,1876
34600,34650,1879,1599,1722,1879
34650,34700,1882,1602,1725,1882
34700,34750,1885,1605,1728,1885
34750,34800,1889,1608,1731,1889
34800,34850,1892,1611,1734,1892
34850,34900,1895,1614,1737,1895
34900,34950,1898,1616,1740,1898
34950,35000,1901,1619,1744,1901
35000,35050,1904,1622,1747,1904
35050,35100,1908,1625,1750,1908
35100,35150,1911,1628,1753,1911
35150,35200,1914,1631,1756,1914
35200,35250,1917,1634,1759,1917
35250,35300,1920,1637,1763,1920
35300,35350,1923,1640,1766,1923
35350,35400,1927,1643,1769,1927
35400,35450,1930,1646,1772,1930
35450,35500,1933,1649,1775,1933
35500,35550,1936,1652,1778,1936
35550,35600,1939,1655,1782,1939
35600,35650,1942,1658,1785,1942
35650,35700,1946,1661,1788,1946
35700,35750,1949,1664,1791,1949
35750,35800,1952,1667,1794,1952
35800,35850,1955,1670,1797,1955
35850,35900,1958,1673,1801,1958
35900,35950,1961,1675,1804,1961
35950,36000,1965,1678,1807,1965
36000,36050,1968,1681,1810,1968
36050,36100,1971,1684,1813,1971
36100,36150,1974,1687,1816,1974
36150,36200,1977,1690,1820,1977
36200,36250,1980,1693,1823,1980
36250,36300,1984,1696,1826,1984
36300,36350,1987,1699,1829,1987
36350,36400,1990,1702,1832,1990
36400,36450,1993,1705,1835,1993
36450,36500,1996,1708,1839,1996
36500,36550,1999,1711,1842,1999
36550,36600,2003,1714,1845,2003
36600,36650,2006,1717,1848,2006
36650,36700,2009,1720,1851,2009
36700,36750,2012,1723,1854,2012
36750,36800,2015,1726,1858,2015
36800,36850,2018,1729,1861,2018
36850,36900,2022,1732,1864,2022
36900,36950,2025,1734,1867,2025
36950,37000,2028,1737,1870,2028
37000,37050,2031,1740,1873,2031
37050,37100,2034,1743,1877,2034
37100,37150,2037,1746,1880,2037
37150,37200,2041,1749,1883,2041
37200,37250,2044,1752,1886,2044
37250,37300,2047,1755,1889,2047
37300,37350,2050,1758,1892,2050
37350,37400,2053,1761,1896,2053
37400,37450,2056,1764,1899,2056
37450,37500,2060,1767,1902,2060
37500,37550,2063,1770,1905,2063
37550,37600,2066,1773,1908,2066
37600,37650,2069,1776,1911,2069
37650,37700,2072,1779,1915,2072
37700,37750,2075,1782,1918,2075
37750,37800,2079,1785,1921,2079
37800,37850,2082,1788,1924,2082
37850,37900,2085,1791,1927,2085
37900,37950,2088,1793,1930,2088
37950,38000,2091,1796,1934,2091
38000,38050,2094,1799,1937,2094
38050,38100,2098,1802,1940,2098
38100,38150,2101,1805,1943,2101
38150,38200,2104,1808,1946,2104
38200,38250,2107,1811,1949,2107
38250,38300,2110,1814,1953,2110
38300,38350,2113,1817,1956,2113
38350,38400,2117,1820,1959,2117
38400,38450,2120,1823,1962,2120
38450,38500,2123,1826,1965,2123
38500,38550,2126,1829,1968,2126
38550,38600,2129,1832,1972,2129
38600,38650,2132,1835,1975,2132
38650,38700,2136,1838,1978,2136
38700,38750,2139,1841,1981,2139
38750,38800,2142,1844,1984,2142
38800,38850,2145,1847,1987,2145
38850,38900,2148,1850,1991,2148
38900,38950,2151,1852,1994,2151
38950,39000,2154,1855,1997,2154
39000,39050,2158,1858,2000,2158
39050,39100,2161,1861,2003,2161
39100,39150,2164,1864,2006,2164
39150,39200,2167,1867,2010,2167
39200,39250,2170,1870,2013,2170
39250,39300,2173,1873,2016,2173
39300,39350,2177,1876,2019,2177
39350,39400,2180,1879,2022,2180
39400,39450,2183,1882,2025,2183
39450,39500,2186,1885,2029,2186
39500,39550,2189,1888,2032,2189
39550,39600,2192,1891,2035,2192
39600,39650,2196,1894,2038,2196
39650,39700,2199,1897,2041,2199
39700,39750,2202,1900,2044,2202
39750,39800,2205,1903,2047,2205
39800,39850,2208,1906,2051,2208
39850,39900,2211,1909,2054,2211
39900,39950,2215,1911,2057,2215
39950,40000,2218,1914,2060,2218
40000,40050,2221,1917,2063,2221
40050,40100,2224,1920,2066,2224
40100,40150,2227,1923,2070,2227
40150,40200,2230,1926,2073,2230
40200,40250,2234,1929,2076,2234
40250,40300,2237,1932,2079,2237
40300,40350,2240,1935,2082,2240
40350,40400,2243,1938,2085,2243
40400,40450,2246,1941,2089,2246
40450,40500,2249,1944,2092,2249
40500,40550,2253,1947,2095,2253
40550,40600,2256,1950,2098,2256
40600,40650,2259,1953,2101,2259
40650,40700,2262,1956,2104,2262
40700,40750,2265,1959,2108,2265
40750,40800,2268,1962,2111,2268
40800,40850,2272,1965,2114,2272
40850,40900,2275,1968,2117,2275
40900,40950,2278,1970,2120,2278
40950,41000,2281,1973,2123,2281
41000,41050,2284,1976,2127,2284
41050,41100,2287,1979,2130,2287
41100,41150,2291,1982,2133,2291
41150,41200,2294,1985,2136,2294
41200,41250,2297,1988,2139,2297
41250,41300,2300,1991,2142,2300
41300,41350,2303,1994,2146,2303
41350,41400,2306,1997,2149,2306
41400,41450,2310,2000,2152,2310
41450,41500,2313,2003,2155,2313
41500,41550,2316,2006,2158,2316
41550,41600,2319,2009,2161,2319
41600,41650,2322,2012,2165,2322
41650,41700,2325,2015,2168,2325
41700,41750,2329,2018,2171,2329
41750,41800,2332,2021,2174,2332
41800,41850,2335,2024,2177,2335
41850,41900,2338,2027,2180,2338
41900,41950,2341,2029,2184,2341
41950,42000,2344,2032,2187,2344
42000,42050,2348,2035,2190,2348
42050,42100,2351,2038,2193,2351
42100,42150,2354,2041,2196,2354
42150,42200,2357,2044,2199,2357
42200,42250,2360,2047,2203,2360
42250,42300,2363,2050,2206,2363
42300,42350,2367,2053,2209,2367
42350,42400,2370,2056,2212,2370
42400,42450,2373,2059,2215,2373
42450,42500,2376,2062,2218,2376
42500,42550,2379,2065,2222,2379
42550,42600,2382,2068,2225,2382
42600,42650,2386,2071,2228,2386
42650,42700,2389,2074,2231,2389
42700,42750,2392,2077,2234,2392
42750,42800,2395,2080,2237,2395
42800,42850,2398,2083,2241,2398
42850,42900,2401,2086,2244,2401
42900,42950,2405,2088,2247,2405
42950,43000,2408,2091,2250,2408
43000,43050,2411,2095,2253,2411
43050,43100,2414,2098,2256,2414
43100,43150,2417,2101,2260,2417
43150,43200,2420,2104,2263,2420
43200,43250,2424,2107,2266,2424
43250,43300,2427,2110,2269,2427
43300,43350,2430,2114,2272,2430
43350,43400,2433,2117,2275,2433
43400,43450,2436,2120,2279,2436
43450,43500,2439,2123,2282,2439
43500,43550,2443,2126,2285,2443
43550,43600,2446,2129,2288,2446
43600,43650,2449,2133,2291,2449
43650,43700,2452,2136,2294,2452
43700,43750,2455,2139,2298,2455
43750,43800,2458,2142,2301,2458
43800,43850,2462,2145,2304,2462
43850,43900,2465,2148,2307,2465
43900,43950,2468,2152,2310,2468
43950,44000,2471,2155,2313,2471
44000,44050,2474,2158,2317,2474
44050,44100,2477,2161,2320,2477
44100,44150,2480,2164,2323,2480
44150,44200,2484,2167,2326,2484
44200,44250,2487,2171,2329,2487
44250,44300,2490,2174,2332,2490
44300,44350,2493,2177,2336,2493
44350,44400,2496,2180,2339,2496
44400,44450,2499,2183,2342,2499
44450,44500,2503,2186,2345,2503
44500,44550,2506,2190,2348,2506
44550,44600,2509,2193,2351,2509
44600,44650,2512,2196,2355,2512
44650,44700,2515,2199,2358,2515
44700,44750,2518,2202,2361,2518
44750,44800,2522,2205,2364,2522
44800,44850,2525,2209,2367,2525
44850,44900,2528,2212,2370,2528
44900,44950,2531,2215,2373,2531
44950,45000,2534,2218,2377,2534
45000,45050,2537,2221,2380,2537
45050,45100,2541,2224,2383,2541
45100,45150,2544,2228,2386,2544
45150,45200,2547,2231,2389,2547
45200,45250,2550,2234,2392,2550
45250,45300,2553,2237,2396,2553
45300,45350,2556,2240,2399,2556
45350,45400,2560,2243,2402,2560
45400,45450,2563,2247,2405,2563
45450,45500,2566,2250,2408,2566
45500,45550,2569,2253,2411,2569
45550,45600,2572,2256,2415,2572
45600,45650,2575,2259,2418,2575
45650,45700,2579,2262,2421,2579
45700,45750,2582,2265,2424,2582
45750,45800,2585,2269,2427,2585
45800,45850,2588,2272,2430,2588
45850,45900,2591,2275,2434,2591
45900,45950,2594,2278,2437,2594
45950,46000,2598,2281,2440,2598
46000,46050,2601,2284,2443,2601
46050,46100,2604,2288,2446,2604
46100,46150,2607,2291,2449,2607
46150,46200,2610,2294,2453,2610
46200,46250,2613,2297,2456,2613
46250,46300,2617,2300,2459,2617
46300,46350,2620,2303,2462,2620
46350,46400,2623,2307,2465,2623
46400,46450,2626,2310,2468,2626
46450,46500,2629,2313,2472,2629
46500,46550,2632,2316,2475,2632
46550,46600,2636,2319,2478,2636
46600,46650,2639,2322,2481,2639
46650,46700,2642,2326,2484,2642
46700,46750,2645,2329,2487,2645
46750,46800,2648,2332,2491,2648
46800,46850,2651,2335,2494,2651
46850,46900,2655,2338,2497,2655
46900,46950,2658,2341,2500,2658
46950,47000,2661,2345,2503,2661
47000,47050,2664,2348,2506,2664
47050,47100,2667,2351,2510,2667
47100,47150,2670,2354,2513,2670
47150,47200,2674,2357,2516,2674
47200,47250,2677,2360,2519,2677
47250,47300,2680,2364,2522,2680
47300,47350,2683,2367,2525,2683
47350,47400,2686,2370,2529,2686
47400,47450,2689,2373,2532,2689
47450,47500,2693,2376,2535,2693
47500,47550,2696,2379,2538,2696
47550,47600,2699,2383,2541,2699
47600,47650,2702,2386,2544,2702
47650,47700,2705,2389,2548,2705
47700,47750,2708,2392,2551,2708
47750,47800,2712,2395,2554,2712
47800,47850,2715,2398,2557,2715
47850,47900,2718,2402,2560,2718
47900,47950,2721,2405,2563,2721
47950,48000,2724,2408,2567,2724
48000,48050,2727,2411,2570,2727
48050,48100,2731,2414,2573,2731
48100,48150,2734,2417,2576,2734
48150,48200,2737,2421,2579,2737
48200,48250,2740,2424,2582,2740
48250,48300,2743,2427,2586,2743
48300,48350,2746,2430,2589,2746
48350,48400,2750,2433,2592,2750
48400,48450,2753,2436,2595,2753
48450,48500,2756,2440,2598,2756
48500,48550,2759,2443,2601,2759
48550,48600,2762,2446,2605,2762
48600,48650,2765,2449,2608,2765
48650,48700,2769,2452,2611,2769
48700,48750,2772,2455,2614,2772
48750,48800,2775,2459,2617,2775
48800,48850,2778,2462,2620,2778
48850,48900,2781,2465,2624,2781
48900,48950,2784,2468,2627,2784
48950,49000,2787,2471,2630,2787
49000,49050,2791,2474,2633,2791
49050,49100,2794,2478,2636,2794
49100,49150,2797,2481,2639,2797
49150,49200,2800,2484,2643,2800
49200,49250,2803,2487,2646,2803
49250,49300,2806,2490,2649,2806
49300,49350,2810,2493,2652,2810
49350,49400,2813,2497,2655,2813
49400,49450,2816,2500,2658,2816
49450,49500,2819,2503,2662,2819
49500,49550,2822,2506,2665,2822
49550,49600,2825,2509,2668,2825
49600,49650,2829,2512,2671,2829
49650,49700,2832,2516,2674,2832
49700,49750,2835,2519,2677,2835
49750,49800,2838,2522,2680,2838
49800,49850,2841,2525,2684,2841
49850,49900,2844,2528,2687,2844
49900,49950,2848,2531,2690,2848
49950,50000,2851,2535,2693,2851
50000,50050,2854,2538,2696,2854
50050,50100,2857,2541,2699,2857
50100,50150,2860,2544,2703,2860
50150,50200,2863,2547,2706,2863
50200,50250,2867,2550,2709,2867
50250,50300,2870,2554,2712,2870
50300,50350,2873,2557,2715,2873
50350,50400,2876,2560,2718,2876
50400,50450,2879,2563,2722,2879
50450,50500,2882,2566,2725,2882
50500,50550,2886,2569,2728,2886
50550,50600,2889,2572,2731,2889
50600,50650,2892,2576,2734,2892
50650,50700,2895,2579,2737,2895
50700,50750,2898,2582,2741,2898
50750,50800,2901,2585,2744,2901
50800,50850,2905,2588,2747,2905
50850,50900,2908,2591,2750,2908
50900,50950,2911,2595,2753,2911
50950,51000,2914,2598,2756,2914
51000,51050,2917,2601,2760,2917
51050,51100,2920,2604,2763,2920
51100,51150,2924,2607,2766,2924
51150,51200,2927,2610,2769,2927
51200,51250,2930,2614,2772,2930
51250,51300,2933,2617,2775,2933
51300,51350,2936,2620,2779,2936
51350,51400,2939,2623,2782,2939
51400,51450,2943,2626,2785,2943
51450,51500,2946,2629,2788,2946
51500,51550,2949,2633,2791,2949
51550,51600,2952,2636,2794,2952
51600,51650,2955,2639,2798,2955
51650,51700,2958,2642,2801,2958
51700,51750,2962,2645,2804,2962
51750,51800,2965,2648,2807,2965
51800,51850,2968,2652,2810,2968
51850,51900,2971,2655,2813,2971
51900,51950,2974,2658,2817,2974
51950,52000,2977,2661,2820,2977
52000,52050,2981,2664,2823,2981
52050,52100,2984,2667,2826,2984
52100,52150,2987,2671,2829,2987
52150,52200,2990,2674,2832,2990
52200,52250,2993,2677,2836,2993
52250,52300,2996,2680,2839,2996
52300,52350,3000,2683,2842,3000
52350,52400,3003,2686,2845,3003
52400,52450,3006,2690,2848,3006
52450,52500,3009,2693,2851,3009
52500,52550,3012,2696,2855,3012
52550,52600,3015,2699,2858,3015
52600,52650,3019,2702,2861,3019
52650,52700,3022,2705,2864,3022
52700,52750,3025,2709,2867,3025
52750,52800,3028,2712,2870,3028
52800,52850,3031,2715,2874,3031
52850,52900,3034,2718,2877,3034
52900,52950,3038,2721,2880,3038
52950,53000,3041,2724,2883,3041
53000,53050,3044,2728,2886,3044
53050,53100,3047,2731,2889,3047
53100,53150,3050,2734,2893,3050
53150,53200,3053,2737,2896,3053
53200,53250,3057,2740,2899,3057
53250,53300,3060,2743,2902,3060
53300,53350,3063,2747,2905,3063
53350,53400,3066,2750,2908,3066
53400,53450,3069,2753,2912,3069
53450,53500,3072,2756,2915,3072
53500,53550,3076,2759,2918,3076
53550,53600,3079,2762,2921,3079
53600,53650,3082,2766,2924,3082
53650,53700,3085,2769,2927,3085
53700,53750,3088,2772,2931,3088
53750,53800,3091,2775,2934,3091
53800,53850,3095,2778,2937,3095
53850,53900,3098,2781,2940,3098
53900,53950,3101,2785,2943,3101
53950,54000,3104,2788,2946,3104
54000,54050,3107,2791,2950,3107
54050,54100,3110,2794,2953,3110
54100,54150,3113,2797,2956,3113
54150,54200,3117,2800,2959,3117
54200,54250,3120,2804,2962,3120
54250,54300,3123,2807,2965,3123
54300,54350,3126,2810,2969,3126
54350,54400,3129,2813,2972,3129
54400,54450,3132,2816,2975,3132
54450,54500,3136,2819,2978,3136
54500,54550,3139,2823,2981,3139
54550,54600,3142,2826,2984,3142
54600,54650,3145,2829,2988,3145
54650,54700,3148,2832,2991,3148
54700,54750,3151,2835,2994,3151
54750,54800,3155,2838,2997,3155
54800,54850,3158,2842,3000,3158
54850,54900,3161,2845,3003,3161
54900,54950,3164,2848,3006,3164
54950,55000,3167,2851,3010,3167
55000,55050,3170,2854,3013,3170
55050,55100,3174,2857,3016,3174
55100,55150,3177,2861,3019,3177
55150,55200,3180,2864,3022,3180
55200,55250,3183,2867,3025,3183
55250,55300,3186,2870,3029,3186
55300,55350,3189,2873,3032,3189
55350,55400,3193,2876,3035,3193
55400,55450,3196,2880,3038,3196
55450,55500,3199,2883,3041,3199
55500,55550,3202,2886,3044,3202
55550,55600,3205,2889,3048,3205
55600,55650,3208,2892,3051,3208
55650,55700,3212,2895,3054,3212
55700,55750,3215,2898,3057,3215
55750,55800,3218,2902,3060,3218
55800,55850,3221,2905,3063,3221
55850,55900,3224,2908,3067,3224
55900,55950,3227,2911,3070,3227
55950,56000,3231,2914,3073,3231
56000,56050,3234,2917,3076,3234
56050,56100,3237,2921,3079,3237
56100,56150,3240,2924,3082,3240
56150,56200,3243,2927,3086,3243
56200,56250,3246,2930,3089,3246
56250,56300,3250,2933,3092,3250
56300,56350,3253,2936,3095,3253
56350,56400,3256,2940,3098,3256
56400,56450,3259,2943,3101,3259
56450,56500,3262,2946,3105,3262
56500,56550,3265,2949,3108,3265
56550,56600,3269,2952,3111,3269
56600,56650,3272,2955,3114,3272
56650,56700,3275,2959,3117,3275
56700,56750,3278,2962,3120,3278
56750,56800,3281,2965,3124,3281
56800,56850,3284,2968,3127,3284
56850,56900,3288,2971,3130,3288
56900,56950,3291,2974,3133,3291
56950,57000,3294,2978,3136,3294
57000,57050,3297,2981,3139,3297
57050,57100,3300,2984,3143,3300
57100,57150,3303,2987,3146,3303
57150,57200,3307,2990,3149,3307
57200,57250,3310,2993,3152,3310
57250,57300,3313,2997,3155,3313
57300,57350,3316,3000,3158,3316
57350,57400,3319,3003,3162,3319
57400,57450,3322,3006,3165,3322
57450,57500,3326,3009,3168,3326
57500,57550,3329,3012,3171,3329
57550,57600,3332,3016,3174,3332
57600,57650,3335,3019,3177,3335
57650,57700,3338,3022,3181,3338
57700,57750,3341,3025,3184,3341
57750,57800,3345,3028,3187,3345
57800,57850,3348,3031,3190,3348
57850,57900,3351,3035,3193,3351
57900,57950,3354,3038,3196,3354
57950,58000,3357,3041,3200,3357
58000,58050,3360,3044,3203,3360
58050,58100,3364,3047,3206,3364
58100,58150,3367,3050,3209,3367
58150,58200,3370,3054,3212,3370
58200,58250,3373,3057,3215,3373
58250,58300,3376,3060,3219,3376
58300,58350,3379,3063,3222,3379
58350,58400,3383,3066,3225,3383
58400,58450,3386,3069,3228,3386
58450,58500,3389,3073,3231,3389
58500,58550,3392,3076,3234,3392
58550,58600,3395,3079,3238,3395
58600,58650,3398,3082,3241,3398
58650,58700,3402,3085,3244,3402
58700,58750,3405,3088,3247,3405
58750,58800,3408,3092,3250,3408
58800,58850,3411,3095,3253,3411
58850,58900,3414,3098,3257,3414
58900,58950,3417,3101,3260,3417
58950,59000,3420,3104,3263,3420
59000,59050,3424,3107,3266,3424
59050,59100,3427,3111,3269,3427
59100,59150,3430,3114,3272,3430
59150,59200,3433,3117,3276,3433
59200,59250,3436,3120,3279,3436
59250,59300,3439,3123,3282,3439
59300,59350,3443,3126,3285,3443
59350,59400,3446,3130,3288,3446
59400,59450,3449,3133,3291,3449
59450,59500,3452,3136,3295,3452
59500,59550,3455,3139,3298,3455
59550,59600,3458,3142,3301,3458
59600,59650,3462,3145,3304,3462
59650,59700,3465,3149,3307,3465
59700,59750,3468,3152,3310,3468
59750,59800,3471,3155,3313,3471
59800,59850,3474,3158,3317,3474
59850,59900,3477,3161,3320,3477
59900,59950,3481,3164,3323,3481
59950,60000,3484,3168,3326,3484
60000,60050,3487,3171,3329,3487
60050,60100,3490,3174,3332,3490
60100,60150,3493,3177,3336,3493
60150,60200,3496,3180,3339,3496
60200,60250,3500,3183,3342,3500
60250,60300,3503,3187,3345,3503
60300,60350,3506,3190,3348,3506
60350,60400,3509,3193,3351,3509
60400,60450,3512,3196,3355,3512
60450,60500,3515,3199,3358,3515
60500,60550,3519,3202,3361,3519
60550,60600,3522,3205,3364,3522
60600,60650,3525,3209,3367,3525
60650,60700,3528,3212,3370,3528
60700,60750,3531,3215,3374,3531
60750,60800,3534,3218,3377,3534
60800,60850,3538,3221,3380,3538
60850,60900,3541,3224,3383,3541
60900,60950,3544,3228,3386,3544
60950,61000,3547,3231,3389,3547
61000,61050,3550,3234,3393,3550
61050,61100,3553,3237,3396,3553
61100,61150,3557,3240,3399,3557
61150,61200,3560,3243,3402,3560
61200,61250,3563,3247,3405,3563
61250,61300,3566,3250,3408,3566
61300,61350,3569,3253,3412,3569
61350,61400,3572,3256,3415,3572
61400,61450,3576,3259,3418,3576
61450,61500,3579,3262,3421,3579
61500,61550,3582,3266,3424,3582
61550,61600,3585,3269,3427,3585
61600,61650,3588,3272,3431,3588
61650,61700,3591,3275,3434,3591
61700,61750,3595,3278,3437,3595
61750,61800,3598,3281,3440,3598
61800,61850,3601,3285,3443,3601
61850,61900,3604,3288,3446,3604
61900,61950,3607,3291,3450,3607
61950,62000,3610,3294,3453,3610
62000,62050,3614,3297,3456,3614
62050,62100,3617,3300,3459,3617
62100,62150,3620,3304,3462,3620
62150,62200,3623,3307,3465,3623
62200,62250,3626,3310,3469,3626
62250,62300,3629,3313,3472,3629
62300,62350,3633,3316,3475,3633
62350,62400,3636,3319,3478,3636
62400,62450,3639,3323,3481,3639
62450,62500,3642,3326,3484,3642
62500,62550,3645,3329,3488,3645
62550,62600,3648,3332,3491,3648
62600,62650,3652,3335,3494,3652
62650,62700,3655,3338,3497,3655
62700,62750,3658,3342,3500,3658
62750,62800,3661,3345,3503,3661
62800,62850,3664,3348,3507,3664
62850,62900,3667,3351,3510,3667
62900,62950,3671,3354,3513,3671
62950,63000,3674,3357,3516,3674
63000,63050,3677,3361,3519,3677
63050,63100,3680,3364,3522,3680
63100,63150,3683,3367,3526,3683
63150,63200,3686,3370,3529,3686
63200,63250,3690,3373,3532,3690
63250,63300,3693,3376,3535,3693
63300,63350,3696,3380,3538,3696
63350,63400,3699,3383,3541,3699
63400,63450,3702,3386,3545,3702
63450,63500,3705,3389,3548,3705
63500,63550,3709,3392,3551,3709
63550,63600,3712,3395,3554,3712
63600,63650,3715,3399,3557,3715
63650,63700,3718,3402,3560,3718
63700,63750,3721,3405,3564,3721
63750,63800,3724,3408,3567,3724
63800,63850,3728,3411,3570,3728
63850,63900,3731,3414,3573,3731
63900,63950,3734,3418,3576,3734
63950,64000,3737,3421,3579,3737
64000,64050,3740,3424,3583,3740
64050,64100,3743,3427,3586,3743
64100,64150,3746,3430,3589,3746
64150,64200,3750,3433,3592,3750
64200,64250,3753,3437,3595,3753
64250,64300,3756,3440,3598,3756
64300,64350,3759,3443,3602,3759
64350,64400,3762,3446,3605,3762
64400,64450,3765,3449,3608,3765
64450,64500,3769,3452,3611,3769
64500,64550,3772,3456,3614,3772
64550,64600,3775,3459,3617,3775
64600,64650,3778,3462,3621,3778
64650,64700,3781,3465,3624,3781
64700,64750,3784,3468,3627,3784
64750,64800,3788,3471,3630,3788
64800,64850,3791,3475,3633,3791
64850,64900,3794,3478,3636,3794
64900,64950,3797,3481,3639,3797
64950,65000,3800,3484,3643,3800
